ATLAS_ID,type
1171131820451119400,pm
1014903480025907500,good
1173828641614643500,pm
1221000591251456300,pm
1205401620032110900,good
1072555800661000500,good
1123716390430015800,garbage
1113259620625629500,galactic
1170509660114551100,garbage
1141009620165002500,pm
1001049940282900800,good
1213617030540001600,pm
1143151661103333700,garbage
1163430621141942600,pm
1043133110122742100,good
1082002890832937300,garbage
1154708511453839700,pm
1202546040145658200,galactic
1141738251370135900,good
1193836381260956000,garbage
1203355521224245600,pm
1193616941143916900,garbage
1202238711410131300,garbage
1013928160075628900,pm
1091059150274412900,pm
1133341150314250600,galactic
1214828131292529000,good
1170401261250314600,garbage
1223709191255818600,garbage
1105251361372537200,good
1120025091381215600,good
1185350360451039600,good
1173622371393503600,pm
1184938110075158900,galactic
1201821460334051700,galactic
1175226130290557300,pm
1142508411193213300,pm
1002427260361703800,pm
1205156281161400700,garbage
1182539630162002300,garbage
1173039671285432700,pm
1023826141505110400,garbage
1172945060311433600,pm
1071153360394535300,good
1133011551303156100,good
1220940400461709700,good
1121811300423156100,garbage
1202741551625208200,good
1175303250304811400,galactic
1122306420442104200,garbage
1234610991810036100,pm
1183326570015736200,pm
1090028100464017800,pm
1183134580132856200,pm
1183733691243413900,pm
1055832480594330000,galactic
1145935131491942800,good
1205720730464256400,good
1155615850122854800,good
1185616610014724500,galactic
1170836471451550100,good
1125717350334054800,good
1130047220604109200,garbage
1114139490344354200,good
1180508400385540500,garbage
1152113230090453400,garbage
1014113701115707800,pm
1033104580481548700,good
1163517821641228700,good
1100117991280853400,pm
1230445551515255200,good
1171502881460240800,good
1192640230243549600,garbage
1203420671713706400,pm
1005401821170500000,pm
1003723830023700900,pm
1075605600534348200,galactic
1103131690465100200,galactic
1092028800584319400,galactic
1183038340114252200,garbage
1140245950174544300,galactic
1215157900331958700,galactic
1183231911130546600,pm
1082233881372803500,pm
1012556541504750000,galactic
1060305090431828400,garbage
1212038661802836400,pm
1160032810353803700,galactic
1164002701114311100,garbage
1162005241782419900,garbage
1212430721015349700,good
1173447501401653700,good
1134135470845903300,pm
1125458541350453700,pm
1073518251122033100,galactic
1094451371233034700,good
1122211770421821900,garbage
1144521490813813200,galactic
1172236030253531600,galactic
1172151950394229200,garbage
1131243910441845200,garbage
1192816240172204500,galactic
1221010830560428500,good
1184859751363035600,garbage
1150947460261036500,pm
1191443461344330200,good
1183819110343344600,garbage
1150547750521422300,garbage
1200305461242659300,garbage
1181343140221321700,garbage
1040657550200406500,garbage
1224257050170458600,galactic
1182639281255514600,galactic
1143105151531303400,garbage
1080930370874458600,garbage
1010742320231825900,garbage
1121616070401327600,garbage
1184618710065152500,pm
1132216601243550200,good
1070233201255121400,pm
1135437800700117500,galactic
1175410770283528700,garbage
1172411901702259200,pm
1152335670071722500,good
1122506580412334600,garbage
1205814760145945100,galactic
1224910401340850700,galactic
1165907521425228300,good
1231730560065159700,galactic
1061447510353134100,good
1005532401302356500,good
1172653430292922900,pm
1210727640344511000,galactic
1180343910383649300,pm
1112749490240242200,pm
1172613030630031900,garbage
1145649540445635100,garbage
1122940411113210400,good
1150535711581028900,galactic
1095845050631324200,galactic
1174548450220802600,garbage
1133858940453028400,galactic
1221231051321508400,garbage
1113831370145038900,good
1125146990382252600,good
1130918030190150200,garbage
1092810420221411900,good
1154259841505149500,pm
1165624151442408000,good
1145212290175156800,galactic
1014950051274113600,galactic
1184241261681132100,good
1200312160283935300,galactic
1045817680334832200,good
1093019831084221000,galactic
1154847521091158600,good
1162355050442736200,garbage
1213218271174951500,garbage
1140534071494132300,pm
1202819840200901200,galactic
1222133300314718800,galactic
1171746290301436500,garbage
1004710371142550100,pm
1182321521033626200,garbage
1011532481122206300,pm
1170153571145941600,pm
1061548210630050400,good
1154710730423714400,garbage
1191146080512836200,good
1232335430072337000,good
1173243580180906600,pm
1112543930773013100,galactic
1201300110452654700,garbage
1003448121314230900,good
1190505991210320500,garbage
1184129240460935800,good
1151530770001134200,garbage
1061217331510002300,good
1233636641010827900,good
1143349851354251900,pm
1005718350724235900,pm
1112007911303004800,galactic
1022116351803638400,garbage
1134743960405033600,garbage
1132301931033641600,pm
1153059761513824900,garbage
1172545180291318400,pm
1173827450272301700,pm
1191516360140440200,pm
1144707631153103500,good
1105058270633427600,galactic
1132956581024826000,garbage
1180238830190854800,pm
1160913540265640600,galactic
1182420810205250200,galactic
1145250290375951000,garbage
1183600611074114200,pm
1125806831430419100,good
1195702660154950300,galactic
1172410640373727900,galactic
1190459661034357400,pm
1090423450460439200,garbage
1191431491432219300,galactic
1181832681415656100,pm
1191716121131909800,galactic
1221243500503532200,pm
1002929980071920300,good
1203921080164336300,galactic
1045133830725108400,good
1005518490374243000,good
1163658710431843000,garbage
1122758490430358200,garbage
1051826731065246400,pm
1133058860144952000,galactic
1220102091303633600,garbage
1123300270405124800,garbage
1173822350294844100,galactic
1145030311190840000,garbage
1220255590222545600,pm
1181112941355729600,pm
1175631870213538500,pm
1000502621381133000,pm
1133322730584900300,galactic
1164241411551658700,pm
1185749031824605900,pm
1193451630533657300,good
1180434200210047700,garbage
1153234711493149400,galactic
1091839690185147100,garbage
1182925490151047900,pm
1163336661052146400,good
1123934830454719200,garbage
1215231470242038500,garbage
1173206901724611300,pm
1165828320652641000,galactic
1132214870651437800,galactic
1051702030502757100,good
1185719740312421100,galactic
1002539120003121900,garbage
1035134900022936300,pm
1232150800062006000,galactic
1183333241730712300,pm
1163004300422611700,galactic
1222710571272045300,garbage
1123643651143844600,good
1203010660153918200,galactic
1143614820423336700,galactic
1034124400055157500,pm
1180310501020435200,galactic
1164327220405011200,pm
1190845901223805700,galactic
1021220391203816200,galactic
1001620740370613000,good
1164850271050318600,garbage
1174915790183809800,pm
1160413770425631500,galactic
1183534270151246600,pm
1061029821054550800,galactic
1132322300260647700,good
1170407981385204500,garbage
1180709080245338900,pm
1160658181364007700,pm
1144415920454648600,garbage
1143851171494708000,pm
1162432321593344800,good
1125200120283448100,galactic
1180315560215249700,galactic
1182232800120324900,pm
1014352400500949800,pm
1194622570621551400,good
1144402421572617000,good
1081611420233532200,good
1183358851180348200,good
1163809611524211500,garbage
1172209000465220400,galactic
1204717530463454000,galactic
1192340161031701300,garbage
1180042160200729400,galactic
1171048570281804600,pm
1180553420172215100,pm
1221618670550254400,good
1181251860241236800,pm
1141623771392852800,pm
1133513520043557700,pm
1112119231470224200,good
1122925420432016200,garbage
1112008740773217100,good
1201214110315053900,galactic
1172447430382125900,garbage
1022821240075207500,pm
1152331930101400400,galactic
1201143070223205200,galactic
1213825811102253900,pm
1095145880281039700,garbage
1024526831112553300,pm
1082438100320928600,garbage
1151227480642618200,garbage
1010756911564243800,garbage
1072710421174846300,garbage
1121914790441124700,garbage
1172604710312100700,pm
1214520851671204700,pm
1160003071332828000,good
1213121121051509600,good
1093101260641141600,galactic
1025045770442408800,garbage
1122957371160544100,good
1140842871145644900,good
1020518091193107300,good
1101252890524025700,galactic
1001220121283756900,pm
1161117800275739500,good
1142446900263912300,garbage
1173620970195026800,garbage
1220919651832710000,pm
1135212560150922100,good
1182357311344526200,garbage
1211031320150311800,pm
1152813741084050300,good
1023426331802928000,galactic
1105032710363644800,pm
1220340570485556100,garbage
1085350720355845000,galactic
1154407170583659400,galactic
1123156770420229000,garbage
1201143611153105800,pm
1151540760441553800,pm
1001145281063846800,good
1160223880274346900,galactic
1013300461303415700,galactic
1071711850324804500,garbage
1172549560410129300,pm
1205446251114103700,pm
1080322890282828700,galactic
1221852231184614300,garbage
1141441721411814300,pm
1124844191022416800,galactic
1181550430075831200,galactic
1180043170205008800,pm
1104000780330632100,good
1174327350245311400,galactic
1050219120332325800,galactic
1105242390442738600,garbage
1175429161373631400,garbage
1103335410735350700,galactic
1101225261152814000,galactic
1112615651021358000,garbage
1174016410201850800,garbage
1002350051203630000,garbage
1173937221123736500,galactic
1181505250355250100,galactic
1111834780453012400,garbage
1112302030650622900,garbage
1154506850683241400,garbage
1023518151201227700,pm
1084720231704118200,pm
1143507600011625400,pm
1204853331374031800,pm
1070949800105837500,pm
1183704401492952000,pm
1171902060291343300,pm
1190037520052601800,garbage
1120159881855255500,garbage
1170056691462325200,good
1205015371314152400,good
1011108761410536400,good
1181148470290203600,garbage
1071427240331756500,galactic
1170424410190824400,pm
1224821560100537300,pm
1182623880155530200,garbage
1144947241312240600,garbage
1183020170051159000,garbage
1091616890481656800,good
1212634650220332000,good
1065758131124012000,good
1122423851333731300,good
1185034350055523300,garbage
1171454841353110500,garbage
1093740460181603300,garbage
1110355290552321000,galactic
1175923240154727400,garbage
1000147721630516200,pm
1102131141132600300,good
1205618831433122800,pm
1013354341304026100,galactic
1225846070541534200,galactic
1000810181582455800,garbage
1182202820180804600,pm
1182007680194912000,pm
1220955000414536700,garbage
1144613051370931200,garbage
1122455550395008000,garbage
1181103230224204800,pm
1222902200521245700,pm
1172622670310638600,pm
1171304861434201100,good
1152812120272831500,good
1150636191093900300,garbage
1160235100035007500,pm
1040641160250410000,good
1135351111380829200,good
1122734761244509200,good
1185807560011613200,garbage
1220317100360647700,galactic
1143441461252244500,good
1201209850440238100,galactic
1092159021310919700,garbage
1055149030445925400,good
1165530421375845400,garbage
1182117470121215000,pm
1055324530255004700,good
1181940670211638300,garbage
1232458920055456800,galactic
1151111210281632800,pm
1192713370191217700,galactic
1191114111131812900,garbage
1000149590111601700,pm
1150620691304514600,good
1175651100214133800,garbage
1185001260051317800,garbage
1195108230744949800,garbage
1200342041460606000,galactic
1130120571134641200,galactic
1200601430295217200,galactic
1194333580653642800,galactic
1165151201691731000,good
1185034300564358200,garbage
1181921550252426300,galactic
1005940151114531900,garbage
1204442750483547200,good
1050311091330139200,pm
1121837830133548100,garbage
1224007061201814600,pm
1160928421151638600,pm
1190532551112803400,pm
1120846131085722700,good
1004101040120628300,good
1093247220054328400,garbage
1171800200551023700,galactic
1120935830545826900,garbage
1170842760474330200,galactic
1115435440320529500,galactic
1112333770561553500,galactic
1175157460203127900,pm
1185116731325154400,good
1003012051303548000,good
1121929000402044000,garbage
1173900820240303200,garbage
1195605300232422500,galactic
1172039211084825700,good
1121624301171328100,good
1175140140295914600,garbage
1164442351595652200,pm
1183123350152021100,galactic
1121718351074133100,good
1171537981201646700,garbage
1145918091840750700,pm
1202016010240754800,galactic
1144031551512921200,good
1202312531344524400,pm
1042413330372134000,pm
1193645040092202100,garbage
1184207651391734900,pm
1122327261311026300,pm
1184646940072805500,pm
1195648081145808000,galactic
1090944561655252100,good
1194147720083719300,pm
1130825110544450700,garbage
1175049460221609100,garbage
1173415770302530700,garbage
1181953411390735500,pm
1195822701203014800,galactic
1190148241222829200,pm
1201417211133822100,pm
1112834100240057500,good
1194448791310419100,galactic
1201159420301804700,galactic
1055315170544927900,galactic
1124739341475103900,garbage
1161213571564324000,pm
1210923730160420000,pm
1121629831140033700,good
1184239871254824100,garbage
1191846071260153000,pm
1165956950413821100,pm
1111929890403222700,pm
1170336280401511600,galactic
1033806180175054000,good
1102309410385822900,good
1122024930163000500,garbage
1182704631212344500,pm
1164823531153622200,pm
1021519720223655100,good
1215748491174003900,garbage
1151347151020557500,garbage
1181907031710123200,good
1171750820370449600,pm
1160008210324604100,galactic
1121806230404220100,garbage
1210515670011413700,garbage
1052009351762658500,pm
1034829570082637000,garbage
1043907930081002700,good
1173603660505220300,good
1053306891242833100,galactic
1103050830442218700,garbage
1092313051032503500,garbage
1211056230460146900,good
1070111540103513300,pm
1201334981081744600,galactic
1191003400161527000,galactic
1104726930402755800,pm
1142437940073415900,good
1104340951064315100,galactic
1123059440433710300,garbage
1140409311384421600,good
1144140231624754400,galactic
1210509330502911200,garbage
1115903871393842400,pm
1170333210274014400,pm
1174407680245204200,garbage
1083522480263021800,pm
1202541690242008300,galactic
1184940381391635700,garbage
1175636900274144500,pm
1181424000233030900,pm
1043237821143729400,pm
1165328970473243900,garbage
1203427220161414400,galactic
1105427460404512000,pm
1181205710251607300,galactic
1123759150392100100,garbage
1100446511000356100,garbage
1174728670193239300,pm
1015931540871054600,garbage
1124141560402625800,garbage
1181657400240014600,garbage
1181919200262849800,garbage
1173931120262137100,galactic
1190257850262111500,galactic
1114537400314053900,good
1190646140105409800,garbage
1190019850284746000,galactic
1153025101322339600,pm
1064841070042727700,good
1213821211035649300,pm
1150501300382106900,pm
1132112441173919000,good
1123634960415442200,garbage
1183900240150840600,garbage
1071644681725756700,good
1204150671125923100,garbage
1032940530475943200,good
1164813501214016800,pm
1195136551364216100,galactic
1160947170000504100,good
1183219800104158500,galactic
1161751850000811300,garbage
1114557080120034600,good
1181405420394923300,garbage
1200508201102148900,garbage
1183236550132041000,pm
1181436500125926700,garbage
1013329001302558000,galactic
1183148610082538800,pm
1165025130290005300,galactic
1183839980373640500,galactic
1115740930640315700,galactic
1221708570261947700,good
1215053070573913400,good
1170353280373900600,garbage
1194957441475822900,pm
1003933651405456700,good
1190714110780048700,good
1155233300420855100,galactic
1000428841122350400,pm
1142959051402806600,pm
1202303860151354700,galactic
1053018720225133900,good
1062855971485140300,garbage
1194002601134245200,galactic
1175820060200306000,galactic
1101113580432344400,galactic
1055009421855704400,pm
1013700310213903700,pm
1074603340461229400,galactic
1231839091155731800,good
1125758021844551000,good
1000645841150330200,garbage
1182147030471034200,pm
1085050540764136800,galactic
1170024541332047200,good
1191533490650400100,garbage
1171600230435718500,pm
1020004070073124200,pm
1111449750103442800,garbage
1064207671560701300,good
1214216730032227700,galactic
1170304681115649400,garbage
1022536151280551300,galactic
1175044560295232900,garbage
1191632481160922500,garbage
1043634150242321800,good
1141237040255813000,galactic
1150555831095723400,garbage
1011829931271800200,pm
1234347890701436300,good
1193216580440901000,pm
1001142611353109900,pm
1222456411273856400,garbage
1200820971115136400,garbage
1181231420142618000,pm
1020634251161322900,garbage
1191104991115707800,garbage
1172406401524155800,pm
1132959090372953500,galactic
1230527861263812000,good
1195105751120938400,galactic
1123407050400810400,garbage
1161140851375457700,good
1180649500262958500,galactic
1235056610020705700,good
1065344901264737700,good
1173329650444338600,galactic
1122227660402017700,garbage
1233223361233044900,garbage
1000336131114649000,pm
1174814800242640300,pm
1183359310122452400,garbage
1234728141384353200,pm
1181745311432459700,good
1150458361543951800,good
1170621710454031800,garbage
1015743940064937400,garbage
1123237561171936700,good
1192847421493937600,good
1035208451470214600,pm
1044346320313124300,good
1141709670640420300,garbage
1115115221501642200,garbage
1175939470261143000,galactic
1192056041354544600,good
1084915530120906200,pm
1210450210343732700,galactic
1165709871174452700,good
1141538691500852700,good
1200543661343131100,pm
1222259571550422500,galactic
1174921291000022500,pm
1175441990152816100,pm
1135454521015715300,pm
1192317080622401000,good
1221318171500250600,pm
1140211640174921200,good
1024109551262746100,good
1221915021564544500,pm
1153624060052719100,garbage
1123028710220940800,galactic
1094614851834201600,galactic
1210250890371417600,garbage
1122613770424256000,pm
1203632951070148100,good
1091857661184656900,good
1231611760113600000,pm
1112254860254152200,galactic
1170046971140654600,galactic
1082713150201300500,garbage
1112749620240238100,pm
1152837190353159700,pm
1111852051061720600,good
1183438050144011800,galactic
1151804561142335000,good
1041641530873202200,garbage
1212424580805903900,good
1144328051615401500,pm
1150501270860252700,pm
1004248780533319200,pm
1191534380425905700,galactic
1100735450092111400,good
1003854451322242600,good
1190155610021250600,garbage
1015515251504514600,garbage
1222210761153824300,garbage
1161157430012905000,garbage
1052017640220853800,pm
1182640890100614700,pm
1214636920113546800,garbage
1220200131241051700,good
1012845761793115700,pm
1000941741130024500,pm
1154034150473926200,galactic
1083136070590154300,galactic
1085015110442600000,galactic
1135501731443508800,garbage
1154134911480120900,garbage
1061226030443939400,garbage
1120128251393033800,pm
1005759950203815500,good
1181931720265025100,garbage
1170517140344850000,good
1162458451263915600,garbage
1124042530415019600,garbage
1152205261330859600,pm
1184845390371145300,good
1222128910102857300,galactic
1121837240431740500,garbage
1143757040520218200,galactic
1175637641424209500,good
1185508090264405600,galactic
1170349380462216800,galactic
1124902580083951200,good
1201957290525017700,good
1210349970202150500,galactic
1161809731132556900,good
1121726641314547300,pm
1230515040170231400,good
1074031750261900900,pm
1151434531512256100,pm
1140340190603101800,pm
1163434480770811500,galactic
1214627300034709100,good
1000055160011720300,galactic
1182405700172236400,galactic
1164732041154610800,pm
1091408290571011700,garbage
1010527901555050100,garbage
1205831540095747700,pm
1101006500193437300,pm
1045236631103342200,good
1004054691263956600,pm
1143828300401624700,garbage
1123230560442533500,garbage
1165527030403958400,galactic
1182951530340009600,galactic
1033104400481552000,good
1213919730511939200,good
1230601950342727300,good
1144029910211856000,galactic
1095431950531446400,pm
1180415421672933000,good
1233321311121901200,pm
1084730160475735700,galactic
1190615521363953300,pm
1090804030640834200,good
1191025051022837400,galactic
1185542130473256600,good
1103140551040911000,pm
1094250410104211100,pm
1192930921102329500,garbage
1173912390185256600,pm
1173742801560258200,pm
1181330090011133600,galactic
1144027550562813600,garbage
1030045810093459100,pm
1030114491473413800,galactic
1013004641395410600,pm
1173317860311254700,garbage
1100911791182038700,galactic
1090130530313946800,galactic
1184013460161038000,garbage
1165806841443649200,garbage
1175629560490002100,galactic
1221256940412126900,pm
1111911380463126200,garbage
1175405840222029500,garbage
1154418231421159100,garbage
1060146410345907900,pm
1212439040473630400,pm
1184054640105506500,galactic
1122958880423151300,garbage
1171032571425113800,pm
1140033950464755400,pm
1165230350434551500,galactic
1171937040575121100,galactic
1235748181295351500,pm
1173604300290705100,pm
1144411811190114000,garbage
1182655000220305100,pm
1172519680280725200,pm
1174917120234751700,garbage
1122833780432127700,garbage
1175215530293708500,garbage
1131629591334045400,good
1203107620342122200,good
1232343291304707800,pm
1135411970533328600,galactic
1141555290354435800,garbage
1182831531211523800,pm
1102308181711111900,pm
1233145321461516000,pm
1182252180290012900,galactic
1141249020402140900,galactic
1100154731531536100,good
1073242450393155300,galactic
1181631180154537700,garbage
1190213130004858600,garbage
1181725180253322700,pm
1123048090441910000,garbage
1004652651420141300,good
1063039861515142900,good
1200358031105722100,garbage
1162138621292119800,pm
1052207200133826300,good
1161025530351503100,garbage
1094223831100819200,pm
1201102901711357700,good
1122412530441111300,garbage
1190055081051440900,pm
1113810011584826300,pm
1054816410121733900,pm
1224219441195321100,pm
1134620521862252300,pm
1221916790214051600,good
1172507050282305300,galactic
1130357461193541400,good
1112542170143459100,garbage
1123624020434454300,garbage
1024256051635734300,pm
1145433221095655200,pm
1130120510322411300,garbage
1002942121254225700,pm
1182842330140553300,pm
1040812230113724200,good
1150803411042748200,pm
1004251911411550000,good
1083050430262314800,pm
1011922101320238900,AGN
1214220190570547000,good
1230819521241548600,good
1180229290273638200,garbage
1051846710363703100,good
1235924880012855100,galactic
1211008340364855100,garbage
1232045660061140800,galactic
1161244410383419200,pm
1161222600335935300,galactic
1173854351474034500,good
1172722621512255300,garbage
1231411210520332100,pm
